YEAR,TEAM NO,TEAM ID,TEAM,SEED,ROUND,CONF,CONF ID,SEED_PAKE,SEED_PAKE RANK,SEED_PASE,SEED_PASE RANK,SEED_GAMES,SEED_W,SEED_L,SEED_WIN%,SEED_R64,SEED_R32,SEED_S16,SEED_E8,SEED_F4,SEED_F2,SEED_CHAMP,SEED_TOP2,SEED_CHAMP%,PROG_PAKE,PROG_PAKE RANK,PROG_PASE,PROG_PASE RANK,PROG_GAMES,PROG_W,PROG_L,PROG_WIN%,PROG_R64,PROG_R32,PROG_S16,PROG_E8,PROG_F4,PROG_F2,PROG_CHAMP,PROG_TOP2,PROG_F4%,PROG_CHAMP%,CONF_PAKE,CONF_PAKE RANK,CONF_PASE,CONF_PASE RANK,CONF_GAMES,CONF_W,CONF_L,CONF_WIN%,CONF_R64,CONF_R32,CONF_S16,CONF_E8,CONF_F4,CONF_F2,CONF_CHAMP,CONF_TOP2,CONF_CHAMP%
2016,559,186,South Dakota St.,12,64,Sum,30,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,-1.7,211.0,-1.8,209.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,-1.0,20,-0.8,22,19,3,16,0.158,16,2,1,0,0,0,0,0,0.0
2016,558,189,Southern,16,68,SWAC,31,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.1,112.0,0.0,102.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,18,-0.1,20,8,0,8,0.0,8,0,0,0,0,0,0,0,0.0
2016,557,194,Stephen F. Austin,14,32,Slnd,29,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,0.1,80.0,0.5,67.0,7.0,2.0,5.0,0.286,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.003,0.3,12,0.4,14,16,3,13,0.188,13,3,0,0,0,0,0,0,0.003
2016,556,195,Stony Brook,13,64,AE,3,-2.9,11,1.0,10,81,17,64,0.21,64,15,2,0,0,0,0,0,0.006,-0.2,136.0,-0.3,147.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,-1.8,25,-0.9,24,17,1,16,0.059,16,1,0,0,0,0,0,0,0.0
2016,555,196,Syracuse,10,4,ACC,2,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,5.6,6.0,4.7,10.0,31.0,21.0,10.0,0.677,10.0,9.0,7.0,3.0,2.0,0.0,0.0,2.0,0.698,0.20800000000000002,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2016,554,198,Temple,10,64,Amer,4,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-2.6,227.0,-3.6,234.0,9.0,2.0,7.0,0.222,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.013999999999999999,-5.3,30,-0.6,21,50,27,23,0.54,24,14,6,3,2,1,1,3,0.512
2016,553,200,Texas,6,64,B12,7,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,-5.6,240.0,-4.5,238.0,24.0,11.0,13.0,0.458,13.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.6579999999999999,0.171,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2016,552,201,Texas A&M,3,16,SEC,28,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,0.4,65.0,0.5,66.0,16.0,8.0,8.0,0.5,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.308,0.040999999999999995,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2016,551,204,Texas Tech,8,64,B12,7,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,0.9,42.0,2.7,22.0,17.0,11.0,6.0,0.647,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.555,0.195,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2016,550,206,Tulsa,11,68,Amer,4,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-0.3,143.0,-0.3,148.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,-5.3,30,-0.6,21,50,27,23,0.54,24,14,6,3,2,1,1,3,0.512
2016,549,214,UNC Asheville,15,64,BSth,10,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,-0.3,151.0,-0.2,138.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-1.3,22,-1.5,26,14,0,14,0.0,14,0,0,0,0,0,0,0,0.0
2016,548,216,UNC Wilmington,13,64,CAA,12,-2.9,11,1.0,10,81,17,64,0.21,64,15,2,0,0,0,0,0,0.006,-0.7,176.0,-0.8,177.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.2,16,0.1,16,25,7,18,0.28,18,4,1,1,1,0,0,0,0.011000000000000001
2016,547,218,USC,8,64,P12,24,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,-1.1,193.0,-0.6,174.0,12.0,5.0,7.0,0.417,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.209,0.039,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2016,546,220,Utah,3,32,P12,24,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-0.8,178.0,-1.1,194.0,6.0,3.0,3.0,0.5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.195,0.028999999999999998,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2016,545,225,Vanderbilt,11,68,SEC,28,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-3.4,231.0,-5.0,240.0,6.0,1.0,5.0,0.167,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.018000000000000002,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2016,544,226,VCU,10,32,A10,1,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-0.4,164.0,-1.1,193.0,18.0,7.0,11.0,0.389,11.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.218,0.025,-1.5,24,-5.8,29,80,32,48,0.4,48,23,7,2,0,0,0,0,0.09
2016,543,228,Villanova,2,1,BE,8,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,4.8,9.0,4.0,12.0,40.0,29.0,11.0,0.725,13.0,11.0,6.0,4.0,4.0,2.0,2.0,7.0,0.929,0.551,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2016,542,229,Virginia,1,8,ACC,2,18.5,1,-5.3,14,258,206,52,0.798,64,62,52,38,24,18,12,64,0.9990000000000001,-6.7,242.0,-7.4,241.0,21.0,13.0,8.0,0.619,9.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,0.9279999999999999,0.519,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2016,541,234,Weber St.,15,64,BSky,9,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,-0.3,147.0,-0.1,122.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,27,-2.2,27,15,0,15,0.0,15,0,0,0,0,0,0,0,0.0
2016,540,235,West Virginia,3,64,B12,7,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-1.1,194.0,-0.2,142.0,25.0,14.0,11.0,0.56,11.0,7.0,5.0,1.0,1.0,0.0,0.0,1.0,0.642,0.17600000000000002,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2016,539,238,Wichita St.,11,32,MVC,19,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-0.8,177.0,0.2,80.0,16.0,9.0,7.0,0.562,7.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.47600000000000003,0.135,1.7,9,4.1,7,42,21,21,0.5,21,12,5,2,2,0,0,1,0.171
2016,538,240,Wisconsin,7,16,B10,6,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,1.5,31.0,2.8,19.0,37.0,23.0,14.0,0.622,14.0,11.0,7.0,2.0,2.0,1.0,0.0,2.0,0.8190000000000001,0.312,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2016,537,244,Xavier,2,32,BE,8,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,4.1,13.0,2.7,20.0,28.0,18.0,10.0,0.643,10.0,9.0,7.0,2.0,0.0,0.0,0.0,2.0,0.519,0.087,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2016,536,245,Yale,12,32,Ivy,15,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,0.8,47.0,0.9,45.0,6.0,2.0,4.0,0.333,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.002,3.1,5,3.8,8,23,8,15,0.348,15,6,2,0,0,0,0,0,0.005
2015,535,5,Albany,14,64,AE,3,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,,,,,,,,,,,,,,,,,,,-1.8,25,-0.9,24,17,1,16,0.059,16,1,0,0,0,0,0,0,0.0
2015,534,8,Arizona,2,8,P12,24,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,-2.4,219.0,-2.8,226.0,31.0,19.0,12.0,0.613,12.0,8.0,8.0,3.0,0.0,0.0,0.0,6.0,0.887,0.39799999999999996,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2015,533,10,Arkansas,5,32,SEC,28,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,4.3,11.0,3.5,14.0,18.0,11.0,7.0,0.611,7.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.174,0.018000000000000002,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2015,532,14,Baylor,3,64,B12,7,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,0.2,79.0,-1.1,191.0,31.0,20.0,11.0,0.645,12.0,9.0,5.0,3.0,1.0,1.0,1.0,2.0,0.825,0.336,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2015,531,15,Belmont,15,64,OVC,22,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,-2.4,220.0,-1.9,212.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.005,0.1,17,0.1,17,20,5,15,0.25,15,5,0,0,0,0,0,0,0.003
2015,530,17,Boise St.,11,68,MWC,20,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-1.2,195.0,-1.5,204.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.002,-12.5,32,-15.6,31,65,23,42,0.354,42,14,6,1,1,1,0,1,0.185
2015,529,23,Buffalo,12,64,MAC,17,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,-0.1,118.0,0.0,104.0,6.0,2.0,4.0,0.333,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.001,0.2,14,0.9,12,22,6,16,0.273,16,5,1,0,0,0,0,0,0.002
2015,528,24,Butler,6,32,BE,8,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,7.0,4.0,8.7,3.0,26.0,17.0,9.0,0.654,9.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0,0.373,0.057,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2015,527,25,BYU,11,68,WCC,33,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-4.6,239.0,-4.0,235.0,11.0,3.0,8.0,0.273,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.316,0.055999999999999994,-2.8,28,0.1,19,70,40,30,0.571,30,20,11,5,2,2,0,6,0.71
2015,526,32,Cincinnati,8,32,Amer,4,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,-3.6,234.0,-3.5,233.0,15.0,6.0,9.0,0.4,9.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.436,0.11599999999999999,-5.3,30,-0.6,21,50,27,23,0.54,24,14,6,3,2,1,1,3,0.512
2015,525,35,Coastal Carolina,16,64,BSth,10,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.1,103.0,0.0,99.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,22,-1.5,26,14,0,14,0.0,14,0,0,0,0,0,0,0,0.0
2015,524,44,Davidson,10,64,A10,1,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-0.9,182.0,0.3,76.0,9.0,3.0,6.0,0.333,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.023,-1.5,24,-5.8,29,80,32,48,0.4,48,23,7,2,0,0,0,0,0.09
2015,523,45,Dayton,11,32,A10,1,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,2.9,20.0,1.3,32.0,12.0,6.0,6.0,0.5,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.051,0.001,-1.5,24,-5.8,29,80,32,48,0.4,48,23,7,2,0,0,0,0,0.09
2015,522,50,Duke,1,1,ACC,2,18.5,1,-5.3,14,258,206,52,0.798,64,62,52,38,24,18,12,64,0.9990000000000001,3.1,19.0,1.4,30.0,50.0,37.0,13.0,0.74,15.0,13.0,10.0,7.0,3.0,2.0,2.0,11.0,0.978,0.626,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2015,521,53,Eastern Washington,13,64,BSky,9,-2.9,11,1.0,10,81,17,64,0.21,64,15,2,0,0,0,0,0,0.006,-0.5,167.0,-0.4,160.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-2.6,27,-2.2,27,15,0,15,0.0,15,0,0,0,0,0,0,0,0.0
2015,520,64,Georgetown,4,32,BE,8,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,-6.2,241.0,-8.4,242.0,10.0,3.0,7.0,0.3,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.387,0.073,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2015,519,65,Georgia,10,64,SEC,28,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-1.2,197.0,-1.4,201.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2015,518,66,Georgia St.,14,32,SB,26,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,0.3,73.0,0.6,60.0,5.0,1.0,4.0,0.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.8,8,1.4,10,20,5,15,0.25,15,4,1,0,0,0,0,0,0.002
2015,517,68,Gonzaga,2,8,WCC,33,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,3.4,16.0,4.5,11.0,50.0,34.0,16.0,0.68,16.0,15.0,10.0,5.0,2.0,2.0,0.0,6.0,0.9740000000000001,0.687,-2.8,28,0.1,19,70,40,30,0.571,30,20,11,5,2,2,0,6,0.71
2015,516,71,Hampton,16,64,MEAC,18,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.1,115.0,0.0,103.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,15,0.4,15,12,1,11,0.083,11,1,0,0,0,0,0,0,0.0
2015,515,73,Harvard,13,64,Ivy,15,-2.9,11,1.0,10,81,17,64,0.21,64,15,2,0,0,0,0,0,0.006,0.2,78.0,0.6,61.0,6.0,2.0,4.0,0.333,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.002,3.1,5,3.8,8,23,8,15,0.348,15,6,2,0,0,0,0,0,0.005
2015,514,79,Indiana,10,64,B10,6,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-1.6,207.0,-2.4,219.0,14.0,7.0,7.0,0.5,7.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.49200000000000005,0.126,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2015,513,82,Iowa,7,32,B10,6,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,-3.1,230.0,-2.6,222.0,10.0,4.0,6.0,0.4,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.07200000000000001,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2015,512,83,Iowa St.,3,64,B12,7,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-2.5,223.0,-1.8,211.0,21.0,11.0,10.0,0.524,10.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.516,0.10800000000000001,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2015,511,86,Kansas,2,32,B12,7,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,3.9,14.0,-2.5,220.0,55.0,41.0,14.0,0.745,16.0,16.0,9.0,7.0,4.0,3.0,2.0,12.0,0.988,0.733,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2015,510,90,Kentucky,1,4,SEC,28,18.5,1,-5.3,14,258,206,52,0.798,64,62,52,38,24,18,12,64,0.9990000000000001,5.3,8.0,6.6,6.0,44.0,32.0,12.0,0.727,13.0,10.0,8.0,7.0,4.0,2.0,1.0,6.0,0.9690000000000001,0.638,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2015,509,92,Lafayette,16,64,Pat,25,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,0.0,88.0,0.0,87.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,26,-1.4,25,17,1,16,0.059,16,1,0,0,0,0,0,0,0.001
2015,508,102,Louisville,4,8,ACC,2,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,1.8,27.0,3.5,16.0,31.0,22.0,9.0,0.71,10.0,7.0,6.0,5.0,2.0,1.0,1.0,3.0,0.899,0.48700000000000004,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2015,507,105,LSU,9,64,SEC,28,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,-0.8,179.0,-0.9,181.0,9.0,4.0,5.0,0.444,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.161,0.016,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2015,506,106,Manhattan,16,68,MAAC,16,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.2,135.0,-0.3,146.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,1.8,7,2.2,9,20,5,15,0.25,15,3,1,1,0,0,0,0,0.0
2015,505,109,Maryland,4,32,B10,6,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,0.4,68.0,-0.3,144.0,16.0,8.0,8.0,0.5,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.209,0.027999999999999997,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2015,504,115,Michigan St.,7,4,B10,6,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,8.0,3.0,9.6,2.0,47.0,32.0,15.0,0.681,15.0,13.0,9.0,5.0,4.0,1.0,0.0,4.0,0.867,0.342,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2015,503,119,Mississippi,11,64,SEC,28,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-0.6,173.0,-0.9,180.0,4.0,1.0,3.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2015,502,132,New Mexico St.,15,64,WAC,32,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,-1.9,214.0,-2.0,214.0,10.0,1.0,9.0,0.1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,-4.0,29,-3.7,28,19,2,17,0.105,17,2,0,0,0,0,0,0,0.01
2015,501,135,North Carolina,4,16,ACC,2,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,11.7,1.0,8.5,4.0,53.0,41.0,12.0,0.774,14.0,13.0,10.0,7.0,5.0,4.0,2.0,9.0,0.9670000000000001,0.556,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2015,500,138,North Carolina St.,8,16,ACC,2,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,3.2,18.0,3.5,15.0,15.0,8.0,7.0,0.533,7.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.10099999999999999,0.006,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2015,499,140,North Dakota St.,15,64,Sum,30,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,0.1,82.0,0.2,79.0,5.0,1.0,4.0,0.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-1.0,20,-0.8,22,19,3,16,0.158,16,2,1,0,0,0,0,0,0.0
2015,498,141,North Florida,16,68,ASun,5,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,0.2,13,1.2,11,20,4,16,0.2,16,3,1,0,0,0,0,0,0.005
2015,497,143,Northeastern,14,64,CAA,12,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,-0.3,142.0,-0.4,155.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16,0.1,16,25,7,18,0.28,18,4,1,1,1,0,0,0,0.011000000000000001
2015,496,145,Northern Iowa,5,32,MVC,19,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,0.5,60.0,1.1,41.0,8.0,4.0,4.0,0.5,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.131,0.016,1.7,9,4.1,7,42,21,21,0.5,21,12,5,2,2,0,0,1,0.171
2015,495,149,Notre Dame,3,8,ACC,2,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-0.2,123.0,-1.0,185.0,19.0,10.0,9.0,0.526,9.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.38,0.065,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2015,494,152,Ohio St.,10,32,B10,6,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-4.1,237.0,-2.7,225.0,26.0,15.0,11.0,0.577,11.0,8.0,4.0,2.0,1.0,0.0,0.0,5.0,0.8590000000000001,0.43700000000000006,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2015,493,153,Oklahoma,3,16,B12,7,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,1.4,33.0,0.8,48.0,21.0,12.0,9.0,0.571,9.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,0.46299999999999997,0.091,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2015,492,154,Oklahoma St.,9,64,B12,7,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,-4.1,236.0,-4.2,236.0,9.0,2.0,7.0,0.222,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.027000000000000003,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2015,491,157,Oregon,8,32,P12,24,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,5.5,7.0,6.1,7.0,25.0,16.0,9.0,0.64,9.0,8.0,5.0,2.0,1.0,0.0,0.0,1.0,0.436,0.083,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2015,490,166,Providence,6,64,BE,8,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,-1.3,200.0,-2.1,216.0,9.0,3.0,6.0,0.333,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.094,0.006999999999999999,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2015,489,167,Purdue,9,64,B10,6,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,-2.6,224.0,-2.7,224.0,35.0,21.0,14.0,0.6,14.0,10.0,7.0,2.0,1.0,1.0,0.0,3.0,0.857,0.32299999999999995,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2015,488,171,Robert Morris,16,64,NEC,21,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.2,126.0,-0.2,128.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,11,0.6,13,11,1,10,0.091,10,1,0,0,0,0,0,0,0.0
2015,487,179,San Diego St.,8,32,MWC,20,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,0.8,45.0,1.1,39.0,24.0,13.0,11.0,0.542,11.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,0.473,0.10400000000000001,-12.5,32,-15.6,31,65,23,42,0.354,42,14,6,1,1,1,0,1,0.185
