YEAR,TEAM NO,TEAM ID,TEAM,SEED,ROUND,CONF,CONF ID,SEED_PAKE,SEED_PAKE RANK,SEED_PASE,SEED_PASE RANK,SEED_GAMES,SEED_W,SEED_L,SEED_WIN%,SEED_R64,SEED_R32,SEED_S16,SEED_E8,SEED_F4,SEED_F2,SEED_CHAMP,SEED_TOP2,SEED_CHAMP%,PROG_PAKE,PROG_PAKE RANK,PROG_PASE,PROG_PASE RANK,PROG_GAMES,PROG_W,PROG_L,PROG_WIN%,PROG_R64,PROG_R32,PROG_S16,PROG_E8,PROG_F4,PROG_F2,PROG_CHAMP,PROG_TOP2,PROG_F4%,PROG_CHAMP%,CONF_PAKE,CONF_PAKE RANK,CONF_PASE,CONF_PASE RANK,CONF_GAMES,CONF_W,CONF_L,CONF_WIN%,CONF_R64,CONF_R32,CONF_S16,CONF_E8,CONF_F4,CONF_F2,CONF_CHAMP,CONF_TOP2,CONF_CHAMP%
2021,834,153,Oklahoma,8,32,B12,7,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,1.4,33.0,0.8,48.0,21.0,12.0,9.0,0.571,9.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,0.46299999999999997,0.091,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2021,833,154,Oklahoma St.,4,32,B12,7,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,-4.1,236.0,-4.2,236.0,9.0,2.0,7.0,0.222,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.027000000000000003,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2021,832,156,Oral Roberts,15,16,Sum,30,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,1.2,36.0,1.1,37.0,5.0,2.0,3.0,0.4,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,-1.0,20,-0.8,22,19,3,16,0.158,16,2,1,0,0,0,0,0,0.0
2021,831,157,Oregon,7,16,P12,24,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,5.5,7.0,6.1,7.0,25.0,16.0,9.0,0.64,9.0,8.0,5.0,2.0,1.0,0.0,0.0,1.0,0.436,0.083,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2021,830,158,Oregon St.,12,8,P12,24,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,1.9,26.0,1.6,28.0,5.0,3.0,2.0,0.6,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.023,0.001,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2021,829,167,Purdue,4,64,B10,6,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,-2.6,224.0,-2.7,224.0,35.0,21.0,14.0,0.6,14.0,10.0,7.0,2.0,1.0,1.0,0.0,3.0,0.857,0.32299999999999995,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2021,828,172,Rutgers,10,32,B10,6,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,0.3,72.0,0.4,71.0,2.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.001,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2021,827,179,San Diego St.,6,64,MWC,20,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,0.8,45.0,1.1,39.0,24.0,13.0,11.0,0.542,11.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,0.473,0.10400000000000001,-12.5,32,-15.6,31,65,23,42,0.354,42,14,6,1,1,1,0,1,0.185
2021,826,191,St. Bonaventure,9,64,A10,1,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,-1.6,210.0,-1.4,203.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,-1.5,24,-5.8,29,80,32,48,0.4,48,23,7,2,0,0,0,0,0.09
2021,825,196,Syracuse,11,16,ACC,2,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,5.6,6.0,4.7,10.0,31.0,21.0,10.0,0.677,10.0,9.0,7.0,3.0,2.0,0.0,0.0,2.0,0.698,0.20800000000000002,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2021,824,199,Tennessee,5,64,SEC,28,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,-2.0,215.0,-0.3,154.0,27.0,16.0,11.0,0.593,11.0,8.0,6.0,2.0,0.0,0.0,0.0,3.0,0.7509999999999999,0.239,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2021,823,200,Texas,3,64,B12,7,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-5.6,240.0,-4.5,238.0,24.0,11.0,13.0,0.458,13.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.6579999999999999,0.171,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2021,822,203,Texas Southern,16,64,SWAC,31,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.1,120.0,-0.2,126.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,18,-0.1,20,8,0,8,0.0,8,0,0,0,0,0,0,0,0.0
2021,821,204,Texas Tech,6,32,B12,7,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,0.9,42.0,2.7,22.0,17.0,11.0,6.0,0.647,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.555,0.195,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2021,820,210,UC Santa Barbara,12,64,BW,11,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,-0.9,183.0,-0.9,182.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,-1.4,23,-0.8,23,18,2,16,0.111,16,2,0,0,0,0,0,0,0.002
2021,819,212,UCLA,11,4,P12,24,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,4.5,10.0,5.1,8.0,30.0,20.0,10.0,0.667,10.0,9.0,7.0,2.0,2.0,0.0,0.0,2.0,0.7490000000000001,0.263,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2021,818,215,UNC Greensboro,13,64,SC,27,-2.9,11,1.0,10,81,17,64,0.21,64,15,2,0,0,0,0,0,0.006,-0.4,154.0,-0.5,166.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,-1.2,21,0.1,18,21,5,16,0.238,16,3,1,1,0,0,0,0,0.024
2021,817,218,USC,6,8,P12,24,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,-1.1,193.0,-0.6,174.0,12.0,5.0,7.0,0.417,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.209,0.039,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2021,816,221,Utah St.,11,64,MWC,20,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-3.9,235.0,-3.4,232.0,8.0,1.0,7.0,0.125,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.015,-12.5,32,-15.6,31,65,23,42,0.354,42,14,6,1,1,1,0,1,0.185
2021,815,226,VCU,10,64,A10,1,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-0.4,164.0,-1.1,193.0,18.0,7.0,11.0,0.389,11.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.218,0.025,-1.5,24,-5.8,29,80,32,48,0.4,48,23,7,2,0,0,0,0,0.09
2021,814,228,Villanova,5,16,BE,8,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,4.8,9.0,4.0,12.0,40.0,29.0,11.0,0.725,13.0,11.0,6.0,4.0,4.0,2.0,2.0,7.0,0.929,0.551,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2021,813,229,Virginia,4,64,ACC,2,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,-6.7,242.0,-7.4,241.0,21.0,13.0,8.0,0.619,9.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,0.9279999999999999,0.519,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2021,812,230,Virginia Tech,10,64,ACC,2,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-2.6,225.0,-2.1,217.0,7.0,2.0,5.0,0.286,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.192,0.025,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2021,811,235,West Virginia,3,32,B12,7,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-1.1,194.0,-0.2,142.0,25.0,14.0,11.0,0.56,11.0,7.0,5.0,1.0,1.0,0.0,0.0,1.0,0.642,0.17600000000000002,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2021,810,238,Wichita St.,11,68,Amer,4,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-0.8,177.0,0.2,80.0,16.0,9.0,7.0,0.562,7.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.47600000000000003,0.135,-5.3,30,-0.6,21,50,27,23,0.54,24,14,6,3,2,1,1,3,0.512
2021,809,239,Winthrop,12,64,BSth,10,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,-0.7,175.0,-1.0,186.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,-1.3,22,-1.5,26,14,0,14,0.0,14,0,0,0,0,0,0,0,0.0
2021,808,240,Wisconsin,9,32,B10,6,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,1.5,31.0,2.8,19.0,37.0,23.0,14.0,0.622,14.0,11.0,7.0,2.0,2.0,1.0,0.0,2.0,0.8190000000000001,0.312,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,807,1,Abilene Christian,15,64,Slnd,29,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,0.7,53.0,0.7,57.0,3.0,1.0,2.0,0.333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.3,12,0.4,14,16,3,13,0.188,13,3,0,0,0,0,0,0,0.003
2019,806,9,Arizona St.,11,64,P12,24,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-2.0,216.0,-2.0,215.0,5.0,1.0,4.0,0.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.016,6.1,2,7.3,3,146,83,63,0.568,63,44,27,9,3,0,0,9,0.665
2019,805,12,Auburn,5,4,SEC,28,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,-1.5,204.0,-0.2,143.0,12.0,7.0,5.0,0.583,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.44799999999999995,0.102,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2019,804,14,Baylor,9,32,B12,7,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,0.2,79.0,-1.1,191.0,31.0,20.0,11.0,0.645,12.0,9.0,5.0,3.0,1.0,1.0,1.0,2.0,0.825,0.336,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2019,803,15,Belmont,11,64,OVC,22,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-2.4,220.0,-1.9,212.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.005,0.1,17,0.1,17,20,5,15,0.25,15,5,0,0,0,0,0,0,0.003
2019,802,20,Bradley,15,64,MVC,19,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,0.0,98.0,-0.1,107.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,9,4.1,7,42,21,21,0.5,21,12,5,2,2,0,0,1,0.171
2019,801,23,Buffalo,6,32,MAC,17,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,-0.1,118.0,0.0,104.0,6.0,2.0,4.0,0.333,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.001,0.2,14,0.9,12,22,6,16,0.273,16,5,1,0,0,0,0,0,0.002
2019,800,32,Cincinnati,7,64,Amer,4,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,-3.6,234.0,-3.5,233.0,15.0,6.0,9.0,0.4,9.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.436,0.11599999999999999,-5.3,30,-0.6,21,50,27,23,0.54,24,14,6,3,2,1,1,3,0.512
2019,799,36,Colgate,15,64,Pat,25,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,-1.0,188.0,-0.7,175.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,-2.2,26,-1.4,25,17,1,16,0.059,16,1,0,0,0,0,0,0,0.001
2019,798,50,Duke,1,8,ACC,2,18.5,1,-5.3,14,258,206,52,0.798,64,62,52,38,24,18,12,64,0.9990000000000001,3.1,19.0,1.4,30.0,50.0,37.0,13.0,0.74,15.0,13.0,10.0,7.0,3.0,2.0,2.0,11.0,0.978,0.626,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2019,797,54,Fairleigh Dickinson,16,64,NEC,21,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,1.0,40.0,1.0,42.0,3.0,1.0,2.0,0.333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,11,0.6,13,11,1,10,0.091,10,1,0,0,0,0,0,0,0.0
2019,796,55,Florida,10,32,SEC,28,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,3.4,17.0,5.0,9.0,29.0,19.0,10.0,0.655,10.0,8.0,5.0,5.0,1.0,0.0,0.0,2.0,0.7659999999999999,0.314,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2019,795,58,Florida St.,4,16,ACC,2,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,1.3,34.0,1.2,34.0,19.0,11.0,8.0,0.579,8.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.341,0.046,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2019,794,61,Gardner Webb,16,64,BSth,10,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,0.0,94.0,0.0,93.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,22,-1.5,26,14,0,14,0.0,14,0,0,0,0,0,0,0,0.0
2019,793,66,Georgia St.,14,64,SB,26,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,0.3,73.0,0.6,60.0,5.0,1.0,4.0,0.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.8,8,1.4,10,20,5,15,0.25,15,4,1,0,0,0,0,0,0.002
2019,792,68,Gonzaga,1,8,WCC,33,18.5,1,-5.3,14,258,206,52,0.798,64,62,52,38,24,18,12,64,0.9990000000000001,3.4,16.0,4.5,11.0,50.0,34.0,16.0,0.68,16.0,15.0,10.0,5.0,2.0,2.0,0.0,6.0,0.9740000000000001,0.687,-2.8,28,0.1,19,70,40,30,0.571,30,20,11,5,2,2,0,6,0.71
2019,791,76,Houston,3,16,Amer,4,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-1.6,208.0,0.8,56.0,21.0,14.0,7.0,0.667,7.0,6.0,5.0,2.0,1.0,0.0,0.0,3.0,0.8959999999999999,0.478,-5.3,30,-0.6,21,50,27,23,0.54,24,14,6,3,2,1,1,3,0.512
2019,790,81,Iona,16,64,MAAC,16,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-1.0,190.0,-1.0,189.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,1.8,7,2.2,9,20,5,15,0.25,15,3,1,1,0,0,0,0,0.0
2019,789,82,Iowa,10,32,B10,6,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-3.1,230.0,-2.6,222.0,10.0,4.0,6.0,0.4,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.07200000000000001,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,788,83,Iowa St.,6,64,B12,7,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,-2.5,223.0,-1.8,211.0,21.0,11.0,10.0,0.524,10.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.516,0.10800000000000001,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2019,787,86,Kansas,4,32,B12,7,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,3.9,14.0,-2.5,220.0,55.0,41.0,14.0,0.745,16.0,16.0,9.0,7.0,4.0,3.0,2.0,12.0,0.988,0.733,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2019,786,87,Kansas St.,4,64,B12,7,2.6,7,3.3,5,166,103,63,0.62,64,49,34,11,6,2,1,0,0.7440000000000001,1.4,32.0,0.3,74.0,22.0,12.0,10.0,0.545,10.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,0.42700000000000005,0.081,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2019,785,90,Kentucky,2,8,SEC,28,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,5.3,8.0,6.6,6.0,44.0,32.0,12.0,0.727,13.0,10.0,8.0,7.0,4.0,2.0,1.0,6.0,0.9690000000000001,0.638,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2019,784,95,Liberty,12,32,BSth,10,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,0.3,71.0,0.2,77.0,3.0,1.0,2.0,0.333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,-1.3,22,-1.5,26,14,0,14,0.0,14,0,0,0,0,0,0,0,0.0
2019,783,102,Louisville,7,64,ACC,2,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,1.8,27.0,3.5,16.0,31.0,22.0,9.0,0.71,10.0,7.0,6.0,5.0,2.0,1.0,1.0,3.0,0.899,0.48700000000000004,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2019,782,105,LSU,3,16,SEC,28,6.6,3,4.3,3,185,122,63,0.659,64,56,38,19,5,3,1,0,0.794,-0.8,179.0,-0.9,181.0,9.0,4.0,5.0,0.444,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.161,0.016,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2019,781,107,Marquette,5,64,BE,8,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,-1.6,209.0,-2.5,221.0,23.0,12.0,11.0,0.522,11.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,0.514,0.095,-0.6,19,-7.3,30,232,140,92,0.603,98,63,34,19,12,6,6,23,0.9520000000000001
2019,780,109,Maryland,6,32,B10,6,-19.6,16,-20.3,16,111,47,64,0.423,64,32,10,5,0,0,0,0,0.299,0.4,68.0,-0.3,144.0,16.0,8.0,8.0,0.5,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.209,0.027999999999999997,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,779,114,Michigan,2,16,B10,6,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,7.0,5.0,7.6,5.0,35.0,24.0,11.0,0.686,11.0,9.0,7.0,4.0,2.0,2.0,0.0,3.0,0.759,0.265,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,778,115,Michigan St.,2,4,B10,6,-6.8,12,-9.9,15,202,139,63,0.688,64,57,41,26,11,3,1,64,0.9740000000000001,8.0,3.0,9.6,2.0,47.0,32.0,15.0,0.681,15.0,13.0,9.0,5.0,4.0,1.0,0.0,4.0,0.867,0.342,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,777,118,Minnesota,10,32,B10,6,-8.5,14,-2.6,13,100,36,64,0.36,64,25,7,3,1,0,0,0,0.134,-1.5,205.0,-1.7,208.0,7.0,2.0,5.0,0.286,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09300000000000001,0.009000000000000001,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,776,119,Mississippi,8,64,SEC,28,0.9,8,3.5,4,113,49,64,0.434,64,33,7,3,3,3,0,0,0.152,-0.6,173.0,-0.9,180.0,4.0,1.0,3.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2019,775,120,Mississippi St.,5,64,SEC,28,-10.1,15,-1.8,11,136,72,64,0.529,64,38,20,7,5,2,0,0,0.506,-1.8,213.0,-1.8,210.0,5.0,1.0,4.0,0.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.004,2.7,6,4.4,6,193,111,82,0.575,83,51,30,19,8,2,1,14,0.879
2019,774,123,Montana,15,64,BSky,9,4.1,4,5.4,2,76,12,64,0.158,64,7,4,1,0,0,0,0,0.0,-1.0,186.0,-0.9,183.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,-2.6,27,-2.2,27,15,0,15,0.0,15,0,0,0,0,0,0,0,0.0
2019,773,128,Murray St.,12,32,OVC,22,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,0.7,51.0,0.8,52.0,9.0,4.0,5.0,0.444,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.003,0.1,17,0.1,17,20,5,15,0.25,15,5,0,0,0,0,0,0,0.003
2019,772,130,Nevada,7,64,MWC,20,3.2,6,2.6,7,123,60,63,0.488,64,39,12,4,3,1,1,0,0.217,-0.5,165.0,-0.9,179.0,6.0,2.0,4.0,0.333,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.003,-12.5,32,-15.6,31,65,23,42,0.354,42,14,6,1,1,1,0,1,0.185
2019,771,132,New Mexico St.,12,64,WAC,32,4.0,5,2.6,6,99,35,64,0.354,64,26,8,1,0,0,0,0,0.045,-1.9,214.0,-2.0,214.0,10.0,1.0,9.0,0.1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,-4.0,29,-3.7,28,19,2,17,0.105,17,2,0,0,0,0,0,0,0.01
2019,770,135,North Carolina,1,16,ACC,2,18.5,1,-5.3,14,258,206,52,0.798,64,62,52,38,24,18,12,64,0.9990000000000001,11.7,1.0,8.5,4.0,53.0,41.0,12.0,0.774,14.0,13.0,10.0,7.0,5.0,4.0,2.0,9.0,0.9670000000000001,0.556,17.5,1,12.4,1,247,157,90,0.636,95,65,43,25,12,7,5,27,0.953
2019,769,137,North Carolina Central,16,68,MEAC,18,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,-0.3,144.0,-0.2,137.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.2,15,0.4,15,12,1,11,0.083,11,1,0,0,0,0,0,0,0.0
2019,768,140,North Dakota St.,16,64,Sum,30,-1.1,9,1.2,9,66,2,64,0.03,64,2,0,0,0,0,0,0,0.0,0.1,82.0,0.2,79.0,5.0,1.0,4.0,0.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-1.0,20,-0.8,22,19,3,16,0.158,16,2,1,0,0,0,0,0,0.0
2019,767,143,Northeastern,13,64,CAA,12,-2.9,11,1.0,10,81,17,64,0.21,64,15,2,0,0,0,0,0,0.006,-0.3,142.0,-0.4,155.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16,0.1,16,25,7,18,0.28,18,4,1,1,1,0,0,0,0.011000000000000001
2019,766,146,Northern Kentucky,14,64,Horz,14,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,-0.2,124.0,-0.3,145.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3,7.9,2,30,13,17,0.433,17,5,2,2,2,2,0,0,0.037000000000000005
2019,765,152,Ohio St.,11,32,B10,6,15.3,2,15.7,1,122,58,64,0.475,64,32,16,6,4,0,0,0,0.11699999999999999,-4.1,237.0,-2.7,225.0,26.0,15.0,11.0,0.577,11.0,8.0,4.0,2.0,1.0,0.0,0.0,5.0,0.8590000000000001,0.43700000000000006,1.5,10,4.5,5,250,146,104,0.584,104,76,39,16,10,5,0,20,0.924
2019,764,153,Oklahoma,9,32,B12,7,-1.3,10,2.6,8,106,42,64,0.396,64,31,5,4,2,0,0,0,0.12300000000000001,1.4,33.0,0.8,48.0,21.0,12.0,9.0,0.571,9.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,0.46299999999999997,0.091,-11.3,31,-15.9,32,239,139,100,0.582,103,70,34,20,7,5,3,22,0.956
2019,763,155,Old Dominion,14,64,CUSA,13,-6.9,13,-2.3,12,72,8,64,0.111,64,8,0,0,0,0,0,0,0.005,-0.6,169.0,-0.4,161.0,4.0,1.0,3.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.004,4.2,4,4.8,4,35,17,18,0.486,18,9,3,2,2,1,0,2,0.319
