YEAR,GAME_ID,TEAM_NO_A,TEAM_A,SEED_A,SCORE_A,TEAM_NO_B,TEAM_B,SEED_B,SCORE_B,TEAM_A_WIN,PROG_GAMES_A,PROG_W_A,PROG_L_A,PROG_WIN%_A,PROG_F4%_A,PROG_CHAMP%_A,SEED_GAMES_A,SEED_W_A,SEED_L_A,SEED_WIN%_A,SEED_CHAMP%_A,CONF_GAMES_A,CONF_W_A,CONF_L_A,CONF_WIN%_A,CONF_CHAMP%_A,ADJOE_A,PROG_GAMES_B,PROG_W_B,PROG_L_B,PROG_WIN%_B,PROG_F4%_B,PROG_CHAMP%_B,SEED_GAMES_B,SEED_W_B,SEED_L_B,SEED_WIN%_B,SEED_CHAMP%_B,CONF_GAMES_B,CONF_W_B,CONF_L_B,CONF_WIN%_B,CONF_CHAMP%_B,ADJOE_B,DIFF_SEED,DIFF_ADJOE,DIFF_PROG_GAMES,DIFF_PROG_W,DIFF_PROG_L,DIFF_PROG_WIN%,DIFF_PROG_F4%,DIFF_PROG_CHAMP%,DIFF_SEED_GAMES,DIFF_SEED_W,DIFF_SEED_L,DIFF_SEED_WIN%,DIFF_SEED_CHAMP%,DIFF_CONF_GAMES,DIFF_CONF_W,DIFF_CONF_L,DIFF_CONF_WIN%,DIFF_CONF_CHAMP%
2011,818,226,Ohio St.,1,75,204,UTSA,16,46,1,4.0,2.0,2.0,0.5,0.0,0.0,56.0,47.0,9.0,0.8392857142857143,0.25,39.0,23.0,16.0,0.5897435897435898,0.0,123.643,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,101.474,-15,22.168999999999997,4.0,2.0,2.0,,,,44,47,-3,0.8392857142857143,0.25,36.0,23.0,13.0,0.5897435897435898,0.0
2011,818,204,UTSA,16,46,226,Ohio St.,1,75,0,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,101.474,4.0,2.0,2.0,0.5,0.0,0.0,56.0,47.0,9.0,0.8392857142857143,0.25,39.0,23.0,16.0,0.5897435897435898,0.0,123.643,15,-22.168999999999997,-4.0,-2.0,-2.0,,,,-44,-47,3,-0.8392857142857143,-0.25,-36.0,-23.0,-13.0,-0.5897435897435898,-0.0
2011,819,249,George Mason,8,61,201,Villanova,9,57,1,1.0,0.0,1.0,0.0,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,4.0,1.0,3.0,0.25,0.0,113.269,10.0,7.0,3.0,0.7,0.3333333333333333,0.0,19.0,7.0,12.0,0.3684210526315789,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.746,-1,-1.4769999999999897,-9.0,-7.0,-2.0,-0.7,-0.3333333333333333,0.0,-1,-1,0,-0.03508771929824561,0.0,-55.0,-35.0,-20.0,-0.36016949152542377,0.0
2011,819,201,Villanova,9,57,249,George Mason,8,61,0,10.0,7.0,3.0,0.7,0.3333333333333333,0.0,19.0,7.0,12.0,0.3684210526315789,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.746,1.0,0.0,1.0,0.0,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,4.0,1.0,3.0,0.25,0.0,113.269,1,1.4769999999999897,9.0,7.0,2.0,0.7,0.3333333333333333,-0.0,1,1,0,0.03508771929824561,-0.0,55.0,35.0,20.0,0.36016949152542377,-0.0
2011,820,199,West Virginia,5,84,254,Clemson,12,76,1,9.0,6.0,3.0,0.6666666666666666,0.3333333333333333,0.0,27.0,15.0,12.0,0.5555555555555556,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,113.313,3.0,0.0,3.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,107.856,-7,5.457000000000008,6.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,5,5,0,0.1010101010101011,0.0,20.0,12.0,8.0,-0.0052151238591916504,-0.1176470588235294
2011,820,254,Clemson,12,76,199,West Virginia,5,84,0,3.0,0.0,3.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,107.856,9.0,6.0,3.0,0.6666666666666666,0.3333333333333333,0.0,27.0,15.0,12.0,0.5555555555555556,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,113.313,7,-5.457000000000008,-6.0,-6.0,-0.0,-0.6666666666666666,-0.3333333333333333,-0.0,-5,-5,0,-0.1010101010101011,-0.0,-20.0,-12.0,-8.0,0.0052151238591916504,0.1176470588235294
2011,821,240,Kentucky,4,59,222,Princeton,13,57,1,5.0,3.0,2.0,0.6,0.0,0.0,24.0,12.0,12.0,0.5,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,117.76,0.0,0.0,0.0,,,,16.0,4.0,12.0,0.25,0.0,5.0,2.0,3.0,0.4,0.0,106.219,-9,11.541000000000011,5.0,3.0,2.0,,,,8,8,0,0.25,0.0,19.0,9.0,10.0,0.05833333333333329,0.0
2011,821,222,Princeton,13,57,240,Kentucky,4,59,0,0.0,0.0,0.0,,,,16.0,4.0,12.0,0.25,0.0,5.0,2.0,3.0,0.4,0.0,106.219,5.0,3.0,2.0,0.6,0.0,0.0,24.0,12.0,12.0,0.5,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,117.76,9,-11.541000000000011,-5.0,-3.0,-2.0,,,,-8,-8,0,-0.25,-0.0,-19.0,-9.0,-10.0,-0.05833333333333329,-0.0
2011,822,196,Xavier,6,55,236,Marquette,11,66,0,10.0,7.0,3.0,0.7,0.0,0.0,23.0,11.0,12.0,0.4782608695652174,0.0,17.0,8.0,9.0,0.4705882352941176,0.0,112.808,5.0,2.0,3.0,0.4,0.0,0.0,17.0,5.0,12.0,0.2941176470588235,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,115.623,-5,-2.8149999999999977,5.0,5.0,0.0,0.29999999999999993,0.0,0.0,6,6,0,0.18414322250639392,0.0,-42.0,-28.0,-14.0,-0.13958125623130618,0.0
2011,822,236,Marquette,11,66,196,Xavier,6,55,1,5.0,2.0,3.0,0.4,0.0,0.0,17.0,5.0,12.0,0.2941176470588235,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,115.623,10.0,7.0,3.0,0.7,0.0,0.0,23.0,11.0,12.0,0.4782608695652174,0.0,17.0,8.0,9.0,0.4705882352941176,0.0,112.808,5,2.8149999999999977,-5.0,-5.0,-0.0,-0.29999999999999993,-0.0,-0.0,-6,-6,0,-0.18414322250639392,-0.0,42.0,28.0,14.0,0.13958125623130618,-0.0
2011,823,216,Syracuse,3,77,243,Indiana St.,14,60,1,6.0,4.0,2.0,0.6666666666666666,0.0,0.0,38.0,26.0,12.0,0.6842105263157895,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.248,0.0,0.0,0.0,,,,13.0,1.0,12.0,0.0769230769230769,0.0,5.0,2.0,3.0,0.4,0.0,101.49,-11,12.75800000000001,6.0,4.0,2.0,,,,25,25,0,0.6072874493927126,0.0,54.0,34.0,20.0,0.21016949152542375,0.0
2011,823,243,Indiana St.,14,60,216,Syracuse,3,77,0,0.0,0.0,0.0,,,,13.0,1.0,12.0,0.0769230769230769,0.0,5.0,2.0,3.0,0.4,0.0,101.49,6.0,4.0,2.0,0.6666666666666666,0.0,0.0,38.0,26.0,12.0,0.6842105263157895,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.248,11,-12.75800000000001,-6.0,-4.0,-2.0,,,,-25,-25,0,-0.6072874493927126,-0.0,-54.0,-34.0,-20.0,-0.21016949152542375,-0.0
2011,824,200,Washington,7,68,247,Georgia,10,65,1,5.0,3.0,2.0,0.6,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,31.0,17.0,14.0,0.5483870967741935,0.0,116.488,1.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,107.153,-3,9.334999999999994,4.0,3.0,1.0,0.6,0.0,0.0,-4,-4,0,-0.12121212121212116,0.0,7.0,6.0,1.0,0.09005376344086019,0.0
2011,824,247,Georgia,10,65,200,Washington,7,68,0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,107.153,5.0,3.0,2.0,0.6,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,31.0,17.0,14.0,0.5483870967741935,0.0,116.488,3,-9.334999999999994,-4.0,-3.0,-1.0,-0.6,-0.0,-0.0,4,4,0,0.12121212121212116,-0.0,-7.0,-6.0,-1.0,-0.09005376344086019,-0.0
2011,825,230,North Carolina,2,102,238,LIU Brooklyn,15,87,1,11.0,10.0,1.0,0.9090909090909092,1.0,0.5,41.0,29.0,12.0,0.7073170731707317,0.0,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,110.652,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,108.912,-13,1.7399999999999949,11.0,10.0,1.0,,,,29,29,0,0.7073170731707317,0.0,36.0,24.0,12.0,0.6153846153846154,0.1176470588235294
2011,825,238,LIU Brooklyn,15,87,230,North Carolina,2,102,0,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,108.912,11.0,10.0,1.0,0.9090909090909092,1.0,0.5,41.0,29.0,12.0,0.7073170731707317,0.0,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,110.652,13,-1.7399999999999949,-11.0,-10.0,-1.0,,,,-29,-29,0,-0.7073170731707317,-0.0,-36.0,-24.0,-12.0,-0.6153846153846154,-0.1176470588235294
2011,826,252,Duke,1,87,245,Hampton,16,45,1,11.0,9.0,2.0,0.8181818181818182,0.3333333333333333,0.3333333333333333,56.0,47.0,9.0,0.8392857142857143,0.25,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,118.637,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,93.9345,-15,24.7025,11.0,9.0,2.0,,,,44,47,-3,0.8392857142857143,0.25,37.0,24.0,13.0,0.6153846153846154,0.1176470588235294
2011,826,245,Hampton,16,45,252,Duke,1,87,0,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,93.9345,11.0,9.0,2.0,0.8181818181818182,0.3333333333333333,0.3333333333333333,56.0,47.0,9.0,0.8392857142857143,0.25,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,118.637,15,-24.7025,-11.0,-9.0,-2.0,,,,-44,-47,3,-0.8392857142857143,-0.25,-37.0,-24.0,-13.0,-0.6153846153846154,-0.1176470588235294
2011,827,234,Michigan,8,75,214,Tennessee,9,45,1,2.0,1.0,1.0,0.5,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,110.77,8.0,5.0,3.0,0.625,0.0,0.0,19.0,7.0,12.0,0.3684210526315789,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,107.96,-1,2.8100000000000023,-6.0,-4.0,-2.0,-0.125,0.0,0.0,-1,-1,0,-0.03508771929824561,0.0,15.0,12.0,3.0,0.13141025641025644,0.0
2011,827,214,Tennessee,9,45,234,Michigan,8,75,0,8.0,5.0,3.0,0.625,0.0,0.0,19.0,7.0,12.0,0.3684210526315789,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,107.96,2.0,1.0,1.0,0.5,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,110.77,1,-2.8100000000000023,6.0,4.0,2.0,0.125,-0.0,-0.0,1,1,0,0.03508771929824561,-0.0,-15.0,-12.0,-3.0,-0.13141025641025644,-0.0
2011,828,261,Arizona,5,77,235,Memphis,12,75,1,4.0,2.0,2.0,0.5,0.0,0.0,27.0,15.0,12.0,0.5555555555555556,0.0,31.0,17.0,14.0,0.5483870967741935,0.0,115.936,9.0,7.0,2.0,0.7777777777777778,0.5,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,11.0,7.0,4.0,0.6363636363636364,0.0,103.673,-7,12.263000000000005,-5.0,-5.0,0.0,-0.2777777777777778,-0.5,0.0,5,5,0,0.1010101010101011,0.0,20.0,10.0,10.0,-0.08797653958944285,0.0
2011,828,235,Memphis,12,75,261,Arizona,5,77,0,9.0,7.0,2.0,0.7777777777777778,0.5,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,11.0,7.0,4.0,0.6363636363636364,0.0,103.673,4.0,2.0,2.0,0.5,0.0,0.0,27.0,15.0,12.0,0.5555555555555556,0.0,31.0,17.0,14.0,0.5483870967741935,0.0,115.936,7,-12.263000000000005,5.0,5.0,-0.0,0.2777777777777778,0.5,-0.0,-5,-5,0,-0.1010101010101011,-0.0,-20.0,-10.0,-10.0,0.08797653958944285,-0.0
2011,829,213,Texas,4,85,227,Oakland,13,81,1,7.0,4.0,3.0,0.5714285714285714,0.0,0.0,24.0,12.0,12.0,0.5,0.0,50.0,32.0,18.0,0.64,0.0526315789473684,114.882,1.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,12.0,0.25,0.0,3.0,0.0,3.0,0.0,0.0,117.282,-9,-2.3999999999999915,6.0,4.0,2.0,0.5714285714285714,0.0,0.0,8,8,0,0.25,0.0,47.0,32.0,15.0,0.64,0.0526315789473684
2011,829,227,Oakland,13,81,213,Texas,4,85,0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,12.0,0.25,0.0,3.0,0.0,3.0,0.0,0.0,117.282,7.0,4.0,3.0,0.5714285714285714,0.0,0.0,24.0,12.0,12.0,0.5,0.0,50.0,32.0,18.0,0.64,0.0526315789473684,114.882,9,2.3999999999999915,-6.0,-4.0,-2.0,-0.5714285714285714,-0.0,-0.0,-8,-8,0,-0.25,-0.0,-47.0,-32.0,-15.0,-0.64,-0.0526315789473684
2011,830,255,Cincinnati,6,78,232,Missouri,11,63,1,0.0,0.0,0.0,,,,23.0,11.0,12.0,0.4782608695652174,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,109.822,6.0,4.0,2.0,0.6666666666666666,0.0,0.0,17.0,5.0,12.0,0.2941176470588235,0.0,50.0,32.0,18.0,0.64,0.0526315789473684,112.932,-5,-3.1099999999999994,-6.0,-4.0,-2.0,,,,6,6,0,0.18414322250639392,0.0,9.0,4.0,5.0,-0.029830508474576245,-0.0526315789473684
2011,830,232,Missouri,11,63,255,Cincinnati,6,78,0,6.0,4.0,2.0,0.6666666666666666,0.0,0.0,17.0,5.0,12.0,0.2941176470588235,0.0,50.0,32.0,18.0,0.64,0.0526315789473684,112.932,0.0,0.0,0.0,,,,23.0,11.0,12.0,0.4782608695652174,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,109.822,5,3.1099999999999994,6.0,4.0,2.0,,,,-6,-6,0,-0.18414322250639392,-0.0,-9.0,-4.0,-5.0,0.029830508474576245,0.0526315789473684
2011,831,253,Connecticut,3,81,258,Bucknell,14,52,1,6.0,4.0,2.0,0.6666666666666666,0.5,0.0,38.0,26.0,12.0,0.6842105263157895,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.804,0.0,0.0,0.0,,,,13.0,1.0,12.0,0.0769230769230769,0.0,3.0,0.0,3.0,0.0,0.0,105.356,-11,9.448000000000008,6.0,4.0,2.0,,,,25,25,0,0.6072874493927126,0.0,56.0,36.0,20.0,0.6101694915254238,0.0
2011,831,258,Bucknell,14,52,253,Connecticut,3,81,0,0.0,0.0,0.0,,,,13.0,1.0,12.0,0.0769230769230769,0.0,3.0,0.0,3.0,0.0,0.0,105.356,6.0,4.0,2.0,0.6666666666666666,0.5,0.0,38.0,26.0,12.0,0.6842105263157895,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.804,11,-9.448000000000008,-6.0,-4.0,-2.0,,,,-25,-25,0,-0.6072874493927126,-0.0,-56.0,-36.0,-20.0,-0.6101694915254238,-0.0
2011,832,215,Temple,7,66,224,Penn St.,10,64,1,3.0,0.0,3.0,0.0,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,17.0,8.0,9.0,0.4705882352941176,0.0,109.724,0.0,0.0,0.0,,,,22.0,10.0,12.0,0.4545454545454545,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,111.847,-3,-2.1229999999999905,3.0,0.0,3.0,,,,-4,-4,0,-0.12121212121212116,0.0,-22.0,-15.0,-7.0,-0.11915535444947217,0.0
2011,832,224,Penn St.,10,64,215,Temple,7,66,0,0.0,0.0,0.0,,,,22.0,10.0,12.0,0.4545454545454545,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,111.847,3.0,0.0,3.0,0.0,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,17.0,8.0,9.0,0.4705882352941176,0.0,109.724,3,2.1229999999999905,-3.0,-0.0,-3.0,,,,4,4,0,0.12121212121212116,-0.0,22.0,15.0,7.0,0.11915535444947217,-0.0
2011,833,218,San Diego St.,2,68,229,Northern Colorado,15,50,1,1.0,0.0,1.0,0.0,0.0,0.0,41.0,29.0,12.0,0.7073170731707317,0.0,11.0,3.0,8.0,0.2727272727272727,0.0,113.834,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,106.011,-13,7.8230000000000075,1.0,0.0,1.0,,,,29,29,0,0.7073170731707317,0.0,8.0,3.0,5.0,0.2727272727272727,0.0
2011,833,229,Northern Colorado,15,50,218,San Diego St.,2,68,0,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,106.011,1.0,0.0,1.0,0.0,0.0,0.0,41.0,29.0,12.0,0.7073170731707317,0.0,11.0,3.0,8.0,0.2727272727272727,0.0,113.834,13,-7.8230000000000075,-1.0,-0.0,-1.0,,,,-29,-29,0,-0.7073170731707317,-0.0,-8.0,-3.0,-5.0,-0.2727272727272727,-0.0
2011,834,242,Kansas,1,72,259,Boston University,16,53,1,11.0,9.0,2.0,0.8181818181818182,0.3333333333333333,0.3333333333333333,56.0,47.0,9.0,0.8392857142857143,0.25,50.0,32.0,18.0,0.64,0.0526315789473684,119.505,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,102.907,-15,16.598,11.0,9.0,2.0,,,,44,47,-3,0.8392857142857143,0.25,47.0,32.0,15.0,0.64,0.0526315789473684
2011,834,259,Boston University,16,53,242,Kansas,1,72,0,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,102.907,11.0,9.0,2.0,0.8181818181818182,0.3333333333333333,0.3333333333333333,56.0,47.0,9.0,0.8392857142857143,0.25,50.0,32.0,18.0,0.64,0.0526315789473684,119.505,15,-16.598,-11.0,-9.0,-2.0,,,,-44,-47,3,-0.8392857142857143,-0.25,-47.0,-32.0,-15.0,-0.64,-0.0526315789473684
2011,835,207,UNLV,8,62,244,Illinois,9,73,0,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,11.0,3.0,8.0,0.2727272727272727,0.0,110.321,1.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,12.0,0.3684210526315789,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,112.305,-1,-1.9840000000000089,2.0,1.0,1.0,0.3333333333333333,0.0,0.0,-1,-1,0,-0.03508771929824561,0.0,-28.0,-20.0,-8.0,-0.31701631701631705,0.0
2011,835,244,Illinois,9,73,207,UNLV,8,62,1,1.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,12.0,0.3684210526315789,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,112.305,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,11.0,3.0,8.0,0.2727272727272727,0.0,110.321,1,1.9840000000000089,-2.0,-1.0,-1.0,-0.3333333333333333,-0.0,-0.0,1,1,0,0.03508771929824561,-0.0,28.0,20.0,8.0,0.31701631701631705,-0.0
2011,836,203,Vanderbilt,5,66,220,Richmond,12,69,0,2.0,0.0,2.0,0.0,0.0,0.0,27.0,15.0,12.0,0.5555555555555556,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,115.206,1.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,17.0,8.0,9.0,0.4705882352941176,0.0,111.003,-7,4.203000000000003,1.0,0.0,1.0,0.0,0.0,0.0,5,5,0,0.1010101010101011,0.0,7.0,3.0,4.0,-0.01225490196078427,0.0
2011,836,220,Richmond,12,69,203,Vanderbilt,5,66,1,1.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,17.0,8.0,9.0,0.4705882352941176,0.0,111.003,2.0,0.0,2.0,0.0,0.0,0.0,27.0,15.0,12.0,0.5555555555555556,0.0,24.0,11.0,13.0,0.4583333333333333,0.0,115.206,7,-4.203000000000003,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-5,-5,0,-0.1010101010101011,-0.0,-7.0,-3.0,-4.0,0.01225490196078427,-0.0
2011,837,237,Louisville,4,61,231,Morehead St.,13,62,0,9.0,6.0,3.0,0.6666666666666666,0.0,0.0,24.0,12.0,12.0,0.5,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,111.247,1.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,12.0,0.25,0.0,4.0,1.0,3.0,0.25,0.0,105.208,-9,6.0390000000000015,8.0,6.0,2.0,0.6666666666666666,0.0,0.0,8,8,0,0.25,0.0,55.0,35.0,20.0,0.36016949152542377,0.0
2011,837,231,Morehead St.,13,62,237,Louisville,4,61,1,1.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,12.0,0.25,0.0,4.0,1.0,3.0,0.25,0.0,105.208,9.0,6.0,3.0,0.6666666666666666,0.0,0.0,24.0,12.0,12.0,0.5,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,111.247,9,-6.0390000000000015,-8.0,-6.0,-2.0,-0.6666666666666666,-0.0,-0.0,-8,-8,0,-0.25,-0.0,-55.0,-35.0,-20.0,-0.36016949152542377,-0.0
2011,838,248,Georgetown,6,56,202,VCU,11,74,0,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,23.0,11.0,12.0,0.4782608695652174,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.287,1.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,12.0,0.2941176470588235,0.0,4.0,1.0,3.0,0.25,0.0,109.563,-5,4.724000000000004,2.0,1.0,1.0,0.3333333333333333,0.0,0.0,6,6,0,0.18414322250639392,0.0,55.0,35.0,20.0,0.36016949152542377,0.0
2011,838,202,VCU,11,74,248,Georgetown,6,56,1,1.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,12.0,0.2941176470588235,0.0,4.0,1.0,3.0,0.25,0.0,109.563,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,23.0,11.0,12.0,0.4782608695652174,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,114.287,5,-4.724000000000004,-2.0,-1.0,-1.0,-0.3333333333333333,-0.0,-0.0,-6,-6,0,-0.18414322250639392,-0.0,-55.0,-35.0,-20.0,-0.36016949152542377,-0.0
2011,839,221,Purdue,3,65,219,Saint Peter's,14,43,1,8.0,5.0,3.0,0.625,0.0,0.0,38.0,26.0,12.0,0.6842105263157895,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,115.013,0.0,0.0,0.0,,,,13.0,1.0,12.0,0.0769230769230769,0.0,5.0,2.0,3.0,0.4,0.0,95.0018,-11,20.011200000000002,8.0,5.0,3.0,,,,25,25,0,0.6072874493927126,0.0,34.0,21.0,13.0,0.18974358974358974,0.0
2011,839,219,Saint Peter's,14,43,221,Purdue,3,65,0,0.0,0.0,0.0,,,,13.0,1.0,12.0,0.0769230769230769,0.0,5.0,2.0,3.0,0.4,0.0,95.0018,8.0,5.0,3.0,0.625,0.0,0.0,38.0,26.0,12.0,0.6842105263157895,0.0,39.0,23.0,16.0,0.5897435897435898,0.0,115.013,11,-20.011200000000002,-8.0,-5.0,-3.0,,,,-25,-25,0,-0.6072874493927126,-0.0,-34.0,-21.0,-13.0,-0.18974358974358974,-0.0
2011,840,212,Texas A&M,7,50,250,Florida St.,10,57,0,6.0,3.0,3.0,0.5,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,50.0,32.0,18.0,0.64,0.0526315789473684,109.943,2.0,0.0,2.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,103.157,-3,6.786000000000001,4.0,3.0,1.0,0.5,0.0,0.0,-4,-4,0,-0.12121212121212116,0.0,11.0,8.0,3.0,0.024615384615384595,-0.06501547987616099
2011,840,250,Florida St.,10,57,212,Texas A&M,7,50,1,2.0,0.0,2.0,0.0,0.0,0.0,22.0,10.0,12.0,0.4545454545454545,0.0,39.0,24.0,15.0,0.6153846153846154,0.1176470588235294,103.157,6.0,3.0,3.0,0.5,0.0,0.0,18.0,6.0,12.0,0.3333333333333333,0.0,50.0,32.0,18.0,0.64,0.0526315789473684,109.943,3,-6.786000000000001,-4.0,-3.0,-1.0,-0.5,-0.0,-0.0,4,4,0,0.12121212121212116,-0.0,-11.0,-8.0,-3.0,-0.024615384615384595,0.06501547987616099
2011,841,228,Notre Dame,2,69,263,Akron,15,56,1,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,41.0,29.0,12.0,0.7073170731707317,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,121.279,1.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,4.0,1.0,3.0,0.25,0.0,103.29,-13,17.98899999999999,2.0,1.0,1.0,0.3333333333333333,0.0,0.0,29,29,0,0.7073170731707317,0.0,55.0,35.0,20.0,0.36016949152542377,0.0
2011,841,263,Akron,15,56,228,Notre Dame,2,69,0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,4.0,1.0,3.0,0.25,0.0,103.29,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,41.0,29.0,12.0,0.7073170731707317,0.0,59.0,36.0,23.0,0.6101694915254238,0.0,121.279,13,-17.98899999999999,-2.0,-1.0,-1.0,-0.3333333333333333,-0.0,-0.0,-29,-29,0,-0.7073170731707317,-0.0,-55.0,-35.0,-20.0,-0.36016949152542377,-0.0
2011,842,223,Pittsburgh,1,74,208,UNC Asheville,16,51,1,8.0,5.0,3.0,0.625,0.0,0.0,56.0,47.0,9.0,0.8392857142857143,0.25,59.0,36.0,23.0,0.6101694915254238,0.0,119.627,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,101.432,-15,18.194999999999993,8.0,5.0,3.0,,,,44,47,-3,0.8392857142857143,0.25,57.0,36.0,21.0,0.6101694915254238,0.0
2011,842,208,UNC Asheville,16,51,223,Pittsburgh,1,74,0,0.0,0.0,0.0,,,,12.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,101.432,8.0,5.0,3.0,0.625,0.0,0.0,56.0,47.0,9.0,0.8392857142857143,0.25,59.0,36.0,23.0,0.6101694915254238,0.0,119.627,15,-18.194999999999993,-8.0,-5.0,-3.0,,,,-44,-47,3,-0.8392857142857143,-0.25,-57.0,-36.0,-21.0,-0.6101694915254238,-0.0
